,,,"Author, editor or organization",Year derived,Title,Subtitle,Reference type,Periodical,DOI name,Volume,Number,Date,Page range,Keywords,Categories,StartDate (= Custom field 1)
TRUE,FALSE,FALSE,"Coffel, Ethan D.; Horton, Radley M.; Sherbinin, Alex de",2017,Temperature and humidity based projections of a rapid rise in global heat stress exposure during the 21st century,,Journal Article,Environ. Res. Lett. (Environmental Research Letters),10.1088/1748-9326/aaa00e,13,1,,014001,,2.1 Human-centred; 3.1 Quantitatively; 4.12 Intensity; 4.13 Impact; 4.14 Exposure; 4.17 Magnitude; 4.20 Frequency; 4.23 Overwhelm/Threshold; 4.37 Danger; 4.51 Duration; 5.13.1 Climate Models (simulation); 5.13.8 Temperature; 6.1.1 Statistical; 7.2 Populations; 7.3 Risk; 7.4 Adaptation; 7.7 Health & psychology; 7.10 Agriculture; 7.14 Early warning systems (EWS); 7.17 Habitat destruction; 7.18 Prediction; 7.21 Loss and damage; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 7.48 Thresholds/Tipping points; 8.5 Projected (future); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.1 Global; 12.4.9 Severe heat/heat wave; 14.3 Climate Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Lu, Xin; Wrathall, David J.; Sundsøy, Pål Roe; Nadiruzzaman, Md.; Wetter, Erik; Iqbal, Asif; Qureshi, Taimur; Tatem, Andrew; Canright, Geoffrey; Engø-Monsen, Kenth; Bengtsson, Linus",2016,Unveiling hidden migration and mobility patterns in climate stressed regions: A longitudinal study of six million anonymous mobile phone users in Bangladesh,,Journal Article,Global Environmental Change,10.1016/j.gloenvcha.2016.02.002,38,,,1–7,,2.1 Human-centred; 3.1 Quantitatively; 4.13 Impact; 4.17 Magnitude; 5.27 Mobile Phone Call Detail Records; 6.1.1 Statistical; 6.1.2 Numerical; 7.2 Populations; 7.4 Adaptation; 8.1 Contemporary (>1900); 9.1 Hypothesis-driven; 10 Chronology; 11.4.12 Bangladesh; 12.4.5.1 Cyclone; 13.15 Cylone Mahasen; 14.1 Social Science; 16.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Skerratt, Sarah",2013,Enhancing the analysis of rural community resilience: Evidence from community land ownership,,Journal Article,Journal of Rural Studies,10.1016/j.jrurstud.2013.02.003,31,,,36–46,,2.1 Human-centred; 3.3 Subjectively/Visually; 4.6 Disaster; 4.8 Catastrophic; 4.45 Shock; 5.19.3 Interviews; 5.34 Lit. Review; 6.2.3 Ancedotal; 7.1 Resilience; 7.5 Climate change; 7.15 Response and recovery; 7.24 Vulnerability; 7.69 Human agency; 8.1 Contemporary (>1900); 9.4 Persuasion; 11.3.18 Scotland; 12.1 Extreme events (general); 14.1 Social Science; 15.1 Completed; 21 Complete set,
TRUE,FALSE,FALSE,"Li, Bing; Zhu, Cheng; Wu, Li; Li, Feng; Sun, Wei; Wang, Xiaocui; Liu, Hui; Meng, Huaping; Di Wu",2013,"Relationship between environmental change and human activities in the period of the Shijiahe culture, Tanjialing site, Jianghan Plain, China",,Journal Article,Quaternary International,10.1016/j.quaint.2013.05.041,308-309,,,45–52,986,"2.1 Human-centred; 3.3 Subjectively/Visually; 4.6 Disaster; 4.8 Catastrophic; 5.4.4 Pollen; 6.1.2 Numerical; 7.2 Populations; 7.8 Management; 7.10 Agriculture; 7.12 Resource security; 8.3 Early Holocene (10,000-1500); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.4.1.4 Hubei Province, China; 12.4.1 Flood; 12.4.3 Drought; 12.9.1 Conflict/violence/war; 13.2 4.2 kya event; 14.7 Palaeo Science; 15.1 Completed; 18 Cluster 2; 21 Complete set",
TRUE,FALSE,FALSE,"Huang, Chun Chang; Pang, Jiangli; Zhou, Yali; Su, Hongxia; Zhang, Yuzhu; Wang, Longsheng",2013,"Palaeoenvironmental implications of the prehistorical catastrophes in relation to the Lajia Ruins within the Guanting Basin along the Upper Yellow River, China",,Journal Article,The Holocene,10.1177/0959683613499052,23,11,,1584–1595,981,"2.1 Human-centred; 3.3 Subjectively/Visually; 4.6 Disaster; 4.8 Catastrophic; 5.10.8 Sediment; 6.1.2 Numerical; 7.2 Populations; 7.7 Health & psychology; 7.17 Habitat destruction; 7.24 Vulnerability; 8.3 Early Holocene (10,000-1500); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.4.1 China; 12.2.1 Earthquake; 12.4.1 Flood; 12.4.11 Severe precipitation; 12.7.1 Landslide/debris flow; 14.7 Palaeo Science; 15.1 Completed; 19 Cluster 3; 21 Complete set",
TRUE,FALSE,FALSE,"Wang, Jiong; Kuffer, Monika; Sliuzas, Richard; Kohli, Divyani",2019,The exposure of slums to high temperature: Morphology-based local scale thermal patterns,,Journal Article,The Science of the total environment,10.1016/j.scitotenv.2018.09.324,650,Pt 2,,1805–1817,185,2.1 Human-centred; 3.3 Subjectively/Visually; 4.6 Disaster; 4.11 Hazard; 4.12 Intensity; 4.14 Exposure; 4.20 Frequency; 5.13.8 Temperature; 5.15.2 Time Series; 5.25 Land use; 6.1.2 Numerical; 7.3 Risk; 7.5 Climate change; 7.7 Health & psychology; 7.8 Management; 7.11 Land use & landscape changes; 7.24 Vulnerability; 7.25 Climate & circulation; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 9.3 Question-driven; 11.4.18 India; 12.4.9 Severe heat/heat wave; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Pawson, Eric",2011,Environmental hazards and natural disasters,,Journal Article,New Zealand Geographer,10.1111/j.1745-7939.2011.01207.x,67,3,,143–147,,"2.1 Human-centred; 3.3 Subjectively/Visually; 4.6 Disaster; 4.11 Hazard; 4.20 Frequency; 5.21 Mortality; 6.2.2 Review; 7.9 Mitigation; 7.24 Vulnerability; 7.26 Ecology and ecosystems; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 9.4 Persuasion; 11.1 Global; 12.2.1 Earthquake; 13.46 Victorian bushfires, Aus; 13.47 Cantebury earthquake, NZ; 13.48 Fukushima, Japan; 14.1 Social Science; 15.1 Completed; 19 Cluster 3; 21 Complete set",
TRUE,FALSE,FALSE,"Diakakis, Michalis; Mavroulis, Spyridon; Deligiannakis, Giorgos",2012,"Floods in Greece, a statistical and spatial approach",,Journal Article,Nat Hazards (Natural Hazards),10.1007/s11069-012-0090-z,62,2,,485–500,,2.1 Human-centred; 3.3 Subjectively/Visually; 4.6 Disaster; 4.17 Magnitude; 4.20 Frequency; 4.21 High-Frequency; 4.23 Overwhelm/Threshold; 5.2.5 Flood events; 5.12.3 Examples/Cases; 5.15.2 Time Series; 5.16.3 GIS; 5.21 Mortality; 6.1.2 Numerical; 7.2 Populations; 7.3 Risk; 7.4 Adaptation; 7.6 Human activity; 7.7 Health & psychology; 7.9 Mitigation; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 8.2 Historical (1500-1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.3.10 Greece; 12.4.1 Flood; 14.2 Earth Science; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Rebetez, Martine",1996,Public expectation as an element of human perception of climate change,,Journal Article,CLIMATIC CHANGE,10.1007/BF00140358,32,4,,495–509,1608,2.1 Human-centred; 3.3 Subjectively/Visually; 4.8 Catastrophic; 4.9 Abnormal; 6.2.2 Review; 7.5 Climate change; 7.13 Human perception; 8.1 Contemporary (>1900); 9.4 Persuasion; 11.3.14 Switzerland; 14.1 Social Science; 15.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Harder-Lauridsen, Nina Majlund; Kuhn, Katrin Gaardbo; Erichsen, Anders Christian; Mølbak, Kåre; Ethelberg, Steen",2013,"Gastrointestinal illness among triathletes swimming in non-polluted versus polluted seawater affected by heavy rainfall, Denmark, 2010-2011",,Journal Article,PloS one,10.1371/journal.pone.0078371,8,11,,e78371,,2.1 Human-centred; 3.3 Subjectively/Visually; 4.12 Intensity; 4.20 Frequency; 5.7.2 Water quality; 5.19.2 Questionnaires; 6.1.1 Statistical; 7.3 Risk; 7.5 Climate change; 7.7 Health & psychology; 7.18 Prediction; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.3.13 Denmark; 12.4.1 Flood; 12.4.11 Severe precipitation; 14.1 Social Science; 15.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Gu, Shaohua; Huang, Cunrui; Bai, Li; Chu, Cordia; Liu, Qiyong",2016,"Heat-related illness in China, summer of 2013",,Journal Article,International journal of biometeorology,10.1007/s00484-015-1011-0,60,1,,131–137,725,2.1 Human-centred; 3.3 Subjectively/Visually; 4.20 Frequency; 4.38 Threat; 5.11.1 Air Pollution Levels; 5.12.3 Examples/Cases; 5.13.2 Wind velocity; 5.13.9 Relative humidity; 5.15.2 Time Series; 5.21 Mortality; 6.1.1 Statistical; 7.4 Adaptation; 7.5 Climate change; 7.7 Health & psychology; 7.24 Vulnerability; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.4.1 China; 12.4.9 Severe heat/heat wave; 14.1 Social Science; 15.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Anderson, G. Brooke; Bell, Michelle L.",2011,Heat waves in the United States: mortality risk during heat waves and effect modification by heat wave characteristics in 43 U.S. communities,,Journal Article,Environmental health perspectives,10.1289/ehp.1002313,119,2,,210–218,1221,2.1 Human-centred; 3.4 Statistically; 4.8 Catastrophic; 4.20 Frequency; 4.28 Severe; 4.30 Devastative; 4.51 Duration; 5.15.2 Time Series; 5.21 Mortality; 5.31 Bayesian modelling; 6.1.1 Statistical; 7.3 Risk; 7.5 Climate change; 7.7 Health & psychology; 7.20 Acclimatization & tolerance; 7.24 Vulnerability; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.5.1.16 USA; 12.4.9 Severe heat/heat wave; 13.13 2003 European heatwave; 14.1 Social Science; 15.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Smith, Erik T.; Sheridan, Scott C.",2019,The influence of extreme cold events on mortality in the United States,,Journal Article,The Science of the total environment,10.1016/j.scitotenv.2018.07.466,647,,,342–351,201,2.1 Human-centred; 3.4 Statistically; 4.10 Anomalous; 4.13 Impact; 4.14 Exposure; 4.17 Magnitude; 4.23 Overwhelm/Threshold; 4.51 Duration; 5.13.8 Temperature; 5.15.2 Time Series; 5.21 Mortality; 6.1.1 Statistical; 7.3 Risk; 7.4 Adaptation; 7.7 Health & psychology; 7.20 Acclimatization & tolerance; 7.24 Vulnerability; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.5.1.16 USA; 12.4.7 Severe cold; 14.1 Social Science; 15.1 Completed; 19 Cluster 3; 21 Complete set,
TRUE,FALSE,FALSE,"Bush, Kathleen F.; O'Neill, Marie S.; Li, Shi; Mukherjee, Bhramar; Hu, Howard; Ghosh, Santu; Balakrishnan, Kalpana",2014,"Associations between extreme precipitation and gastrointestinal-related hospital admissions in Chennai, India",,Journal Article,Environmental health perspectives,10.1289/ehp.1306807,122,3,,249–254,928,"2.1 Human-centred; 3.4 Statistically; 4.13 Impact; 4.19 frequency-magnitude; 4.28 Severe; 4.35 Persistence (duration); 4.36 Torrential; 5.12.2 Case numbers; 5.13.7 Dew point; 5.13.8 Temperature; 5.13.9 Relative humidity; 5.15.2 Time Series; 6.1.1 Statistical; 7.2 Populations; 7.3 Risk; 7.4 Adaptation; 7.7 Health & psychology; 7.10 Agriculture; 7.11 Land use & landscape changes; 7.17 Habitat destruction; 7.24 Vulnerability; 7.25 Climate & circulation; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.4.18.1 Tamil Nadu, India; 12.4.5.1 Cyclone; 12.4.11 Severe precipitation; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set",
TRUE,FALSE,FALSE,"Paulette, Tate",2012,Domination and Resilience in Bronze Age Mesopotamia,,Contribution in…,,10.2307/j.ctt1wn0rbs.12,,,,167–196,1152,"2.1 Human-centred; 4.6 Disaster; 4.8 Catastrophic; 4.11 Hazard; 4.13 Impact; 4.18 High-magnitude; 4.24 Crisis; 5.12.3 Examples/Cases; 6.2.2 Review; 7.1 Resilience; 7.2 Populations; 7.8 Management; 7.10 Agriculture; 7.12 Resource security; 7.16 Equilibrium; 7.17 Habitat destruction; 7.18 Prediction; 7.22 Socio/Politico/Cultural Context; 7.23 Complex; 7.24 Vulnerability; 7.31 Conflict; 7.39 Human-environment dynamics; 8.3 Early Holocene (10,000-1500); 9.3 Question-driven; 10.1 Start year; 10.2 End year; 11.4.15 Western Asia; 12.4.1 Flood; 12.4.3 Drought; 12.4.7 Severe cold; 12.7.7.3 River channel shifts; 12.8.2 Locust plague; 12.8.3 Salinization; 12.8.4 Pets/infestation; 13.3 Hurricane Katrina; 13.8 Gul of Mexico oil spill 2010; 14.7 Palaeo Science; 15.1 Completed; 21 Complete set",
TRUE,FALSE,FALSE,"Saunders, Mark A.",1999,Earth'future climate,,Journal Article,"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences",10.1098/rsta.1999.0503,357,1763,,3459–3480,,"2.2 Env. centred; 2.3 Policy; 3.1 Quantitatively; 3.2 Analogously; 4.6 Disaster; 4.8 Catastrophic; 4.9 Abnormal; 4.10 Anomalous; 4.20 Frequency; 4.28 Severe; 4.48 Exceedence; 4.49 Nonlinearity; 5.2.2 Storm activity; 5.11.2 Atmospheric CO2; 5.12.3 Examples/Cases; 5.13.6 Oceanic Nino Index (ONI); 5.13.8 Temperature; 5.13.10 Precipitation; 5.15.2 Time Series; 6.1.2 Numerical; 6.2.2 Review; 7.3 Risk; 7.5 Climate change; 7.18 Prediction; 7.21 Loss and damage; 7.25 Climate & circulation; 7.41 Scale; 7.48 Thresholds/Tipping points; 7.50 Solar output; 8.1 Contemporary (>1900); 8.2 Historical (1500-1900); 8.3 Early Holocene (10,000-1500); 8.4 Prehistorical (<10,000); 8.5 Projected (future); 9.5 Review; 11.1 Global; 12.2.3 Volcano; 12.3.1 Climate Change; 12.4.1 Flood; 12.4.2 Storms; 12.4.5 Hurricane; 12.4.5.1 Cyclone; 12.4.11 Severe precipitation; 12.4.11.2 Rainfall; 12.6.3 Solar Input; 12.7.4.1 Sea Level Rise; 12.10.2 NAO; 12.10.3 ENSO; 13.24 Eruption, Pinatubo; 13.25 Eruption, Krakatoa; 13.26 Hurricane Georges, 1998; 14.2 Earth Science; 16.1 Completed; 20 Cluster 4; 21 Complete set",
TRUE,FALSE,FALSE,"Wohl, Ellen; Lininger, Katherine B.; Scott, Daniel N.",2018,River beads as a conceptual framework for building carbon storage and resilience to extreme climate events into river management,,Journal Article,Biogeochemistry,10.1007/s10533-017-0397-7,141,3,,365–383,243,2.2 Env. centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.16 Disturbance; 4.23 Overwhelm/Threshold; 5.12.3 Examples/Cases; 6.2.2 Review; 7.1 Resilience; 7.6 Human activity; 7.17 Habitat destruction; 7.28 Industrialization & infrastructure; 7.35 Capacity; 7.38 Sustainability; 8.1 Contemporary (>1900); 9.4 Persuasion; 12.3.1 Climate Change; 12.4.1 Flood; 12.4.3 Drought; 14.2 Earth Science; 14.5 Hydrology; 16.1 Completed; 18 Cluster 2; 21 Complete set,
TRUE,FALSE,FALSE,"Hu, Kui; Chen, Guangjie; Gregory-Eaves, Irene; Huang, Linpei; Chen, Xiaolin; Liu, Yuanyuan; Leavitt, Peter R.",2019,Hydrological fluctuations modulate phototrophic responses to nutrient fertilization in a large and shallow lake of Southwest China,,Journal Article,Aquat Sci (Aquatic Sciences),10.1007/s00027-019-0633-4,81,2,,2283,,"2.2 Env. centred; 2.4 Plant/animal; 3.1 Quantitatively; 3.3 Subjectively/Visually; 4.4 Rapid; 4.13 Impact; 4.29 Dramatic effect; 5.4.2 Phytoplankton abundance; 5.4.3 Diatom Composition; 5.10.8 Sediment; 5.15.2 Time Series; 6.1.1 Statistical; 6.1.2 Numerical; 7.6 Human activity; 7.10 Agriculture; 7.25 Climate & circulation; 7.26 Ecology and ecosystems; 7.33 Change; 8.1 Contemporary (>1900); 9.3 Question-driven; 10 Chronology; 11.4.1.6 Yunnan Province, China; 12.4.3 Drought; 12.7.2 Sediment Composition Change; 12.8.5 Eutrophic Increase; 12.8.6 Turnover Pulse; 14.2 Earth Science; 14.5 Hydrology; 16.1 Completed; 18 Cluster 2; 21 Complete set",
TRUE,FALSE,FALSE,"Norris, Richard D.; Röhl, Ursula",1999,Carbon cycling and chronology of climate warming during the Palaeocene/Eocene transition,,Journal Article,Nature,10.1038/44545,401,6755,,775–778,,"2.2 Env. centred; 2.4 Plant/animal; 3.3 Subjectively/Visually; 4.2 Abrupt; 4.8 Catastrophic; 4.10 Anomalous; 4.25 Sharp; 4.83 Perturbation; 5.1.2 Carbon isotope; 5.15.2 Time Series; 5.40 Marine / lake / peat core; 6.1.2 Numerical; 7.26 Ecology and ecosystems; 7.27 Extinction and evolution; 7.67 Feedbacks; 8.4 Prehistorical (<10,000); 9.2 Discovery-driven; 11.1 Global; 12.3.4 Gas release; 13.49 Palaeocene-Eocene Thermal Maxima (PETM); 14.7 Palaeo Science; 15.1 Completed; 21 Complete set",
TRUE,FALSE,FALSE,"García, Cristina",2019,"From ecological indicators to ecological functioning: Integrative approaches to seize on ecological, climatic and socio-economic databases",,Journal Article,Ecological Indicators,10.1016/j.ecolind.2019.105612,107,,,105612,29,2.2 Env. centred; 2.4 Plant/animal; 3.3 Subjectively/Visually; 4.8 Catastrophic; 4.13 Impact; 4.19 frequency-magnitude; 4.32 Rare; 6.2.2 Review; 7.1 Resilience; 7.2 Populations; 7.6 Human activity; 7.14 Early warning systems (EWS); 7.18 Prediction; 7.23 Complex; 7.26 Ecology and ecosystems; 7.33 Change; 7.44 Long distance dispersal (LDD); 8.1 Contemporary (>1900); 9.4 Persuasion; 11.7 Continental; 12.4.3 Drought; 14.4 Ecology; 15.1 Completed; 18 Cluster 2; 21 Complete set,
TRUE,FALSE,FALSE,"Bełdowska, Magdalena; Kobos, Justyna",2018,The variability of Hg concentration and composition of marine phytoplankton,,Journal Article,Environmental science and pollution research international,10.1007/s11356-018-2948-4,25,30,,30366–30374,276,2.2 Env. centred; 2.4 Plant/animal; 3.3 Subjectively/Visually; 5.4.2 Phytoplankton abundance; 5.9.3 Mercury (Hg) concentration; 5.15.2 Time Series; 7.5 Climate change; 7.6 Human activity; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.3.3 Baltic region; 12.4.1 Flood; 12.4.2 Storms; 12.7.4.1 Sea Level Rise; 14.4 Ecology; 15.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Kaal, Joeri; Schellekens, Judith; Nierop, Klaas G.J.; Martínez Cortizas, Antonio; Muller, Joanne",2014,Contribution of organic matter molecular proxies to interpretation of the last 55ka of the Lynch's Crater record (NE Australia),,Journal Article,"Palaeogeography, Palaeoclimatology, Palaeoecology",10.1016/j.palaeo.2014.07.040,414,,,20–31,,"2.2 Env. centred; 3.1 Quantitatively; 3.3 Subjectively/Visually; 4.17 Magnitude; 4.41 Episode; 4.42 Significant; 4.43 Excursion-Deviation; 4.46.1 Major...change; 5.29 Organic matter molecular proxies; 6.1.2 Numerical; 6.2.1 Visual; 7.5 Climate change; 7.26 Ecology and ecosystems; 7.33 Change; 8.1 Contemporary (>1900); 8.2 Historical (1500-1900); 8.3 Early Holocene (10,000-1500); 8.4 Prehistorical (<10,000); 9.1 Hypothesis-driven; 10 Chronology; 11.2.5 North East Australia; 12.8.7 Humification; 13.20 Heinrich Event; 13.21 DO Events; 13.22 ITCZ shifts; 14.7 Palaeo Science; 16.1 Completed; 20 Cluster 4; 21 Complete set",
TRUE,FALSE,FALSE,"Bartholy, Judit; Pongrácz, Rita",2010,Analysis of precipitation conditions for the Carpathian Basin based on extreme indices in the 20th century and climate simulations for 2050 and 2100,,Journal Article,"Physics and Chemistry of the Earth, Parts A/B/C",10.1016/j.pce.2010.03.011,35,1-2,,43–51,1295,2.2 Env. centred; 3.1 Quantitatively; 3.4 Statistically; 4.10 Anomalous; 5.13.10 Precipitation; 6.1.1 Statistical; 7.5 Climate change; 7.10 Agriculture; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.3.21 Central Europe; 12.4.11 Severe precipitation; 14.3 Climate Science; 15.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Doruţa, Ciurlău",2016,Early Blizzard Phenomena in Southeastern Romania. Case Study: 2–3 November 1980,,Journal Article,Present Environment and Sustainable Development,10.1515/pesd-2016-0009,10,1,,105–116,653,2.2 Env. centred; 3.1 Quantitatively; 4.10 Anomalous; 4.28 Severe; 4.37 Danger; 4.44 Disruption; 5.13.2 Wind velocity; 5.13.8 Temperature; 5.13.10 Precipitation; 6.1.2 Numerical; 7.7 Health & psychology; 7.10 Agriculture; 7.21 Loss and damage; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.3.11 Romania; 12.4.6 Blizzard; 14.3 Climate Science; 15.1 Completed; 19 Cluster 3; 21 Complete set,
TRUE,FALSE,FALSE,"Passmore, David G.; Harrison, Stephan; Winchester, Vanessa; Rae, Alaric; Severskiy, Igor; Pimankina, Nina V.",2008,"Late Holocene Debris Flows and Valley Floor Development in The Northern Zailiiskiy Alatau, Tien Shan Mountains, Kazakhstan",,Journal Article,"Arctic, Antarctic, and Alpine Research",10.1657/1523-0430(06-078)[PASSMORE]2.0.CO;2,40,3,,548–560,,2.2 Env. centred; 3.1 Quantitatively; 4.11 Hazard; 4.12 Intensity; 4.15 Sensitivity; 4.18 High-magnitude; 5.10.2 Geomorphology; 5.10.8 Sediment; 5.15.2 Time Series; 5.42 Tree ring; 5.43 Historical Archive/Documents; 6.1.2 Numerical; 6.2.1 Visual; 7.5 Climate change; 7.24 Vulnerability; 7.29 Attribution; 7.48 Thresholds/Tipping points; 7.53 Trending Extremes; 8.2 Historical (1500-1900); 9.2 Discovery-driven; 10 Chronology; 11.4.6 Kazakhstan; 12.7.1 Landslide/debris flow; 13.32 Little Ice Age; 14.7 Palaeo Science; 16.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Schröder, Tabea; van‘t Hoff, Jasmijn; López-Sáez, José Antonio; Viehberg, Finn; Melles, Martin; Reicherter, Klaus",2018,"Holocene climatic and environmental evolution on the southwestern Iberian Peninsula: A high-resolution multi-proxy study from Lake Medina (Cádiz, SW Spain)",,Journal Article,Quaternary Science Reviews,10.1016/j.quascirev.2018.08.030,198,,,208–225,269,"2.2 Env. centred; 3.3 Subjectively/Visually; 4.2 Abrupt; 4.4 Rapid; 5.3.4 Ostracod; 5.4.4 Pollen; 5.9.6 Elemental; 5.10.6 Sediment (grain size); 5.15.2 Time Series; 5.28 Mineralogical; 5.40 Marine / lake / peat core; 6.1.2 Numerical; 7.2 Populations; 7.5 Climate change; 7.19 Cultural change; 8.3 Early Holocene (10,000-1500); 9.2 Discovery-driven; 11.3.15 Spain; 12.3.6 Arid Event (Climatic); 13.2 4.2 kya event; 13.9 8.2 kya event; 14.7 Palaeo Science; 15.1 Completed; 20 Cluster 4; 21 Complete set",
TRUE,FALSE,FALSE,"Panin, Andrey V.; Fuzeina, Julia N.; Belyaev, Vladimir R.",2009,"Long-term development of Holocene and Pleistocene gullies in the Protva River basin, Central Russia",,Journal Article,Geomorphology,10.1016/j.geomorph.2008.06.017,108,1-2,,71–91,,"2.2 Env. centred; 3.3 Subjectively/Visually; 4.2 Abrupt; 4.10 Anomalous; 4.23 Overwhelm/Threshold; 4.76 Extremes; 4.95 Striking Increase; 5.10.8 Sediment; 5.15.1 Radiocarbon; 6.1.1 Statistical; 6.2.1 Visual; 7.6 Human activity; 7.10 Agriculture; 7.17 Habitat destruction; 8.2 Historical (1500-1900); 8.3 Early Holocene (10,000-1500); 9.2 Discovery-driven; 11.3.1 Protva River Basin, Central Russia; 12.4.1 Flood; 12.4.7 Severe cold; 12.4.11 Severe precipitation; 12.7.7.1 Channel (river) transformation; 12.8.1 Fire; 13.31 Medieval Warm Period; 13.32 Little Ice Age; 14.7 Palaeo Science; 15.1 Completed; 18 Cluster 2; 21 Complete set",
TRUE,FALSE,FALSE,"Hong, Bing; Gasse, Françoise; Uchida, Masao; Hong, Yetang; Leng, Xuetian; Shibata, Yasuyuki; An, Ning; Zhu, Yongxuan; Wang, Yu",2014,Increasing summer rainfall in arid eastern-Central Asia over the past 8500 years,,Journal Article,Scientific reports,10.1038/srep05279,4,,,5279,900,"2.2 Env. centred; 3.3 Subjectively/Visually; 4.2 Abrupt; 4.49 Nonlinearity; 5.1.2 Carbon isotope; 5.15.1 Radiocarbon; 5.15.2 Time Series; 5.40 Marine / lake / peat core; 6.1.2 Numerical; 7.5 Climate change; 7.18 Prediction; 7.25 Climate & circulation; 8.1 Contemporary (>1900); 8.2 Historical (1500-1900); 8.3 Early Holocene (10,000-1500); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.4.1 China; 12.3.2 Climatic cooling (e.g., 4.2 ka event); 13.50 Bond Events; 14.7 Palaeo Science; 15.1 Completed; 20 Cluster 4; 21 Complete set",
TRUE,FALSE,FALSE,"Prieto, Aldo R.",2000,Vegetational history of the Late glacial–Holocene transition in the grasslands of eastern Argentina,,Journal Article,"Palaeogeography, Palaeoclimatology, Palaeoecology",10.1016/S0031-0182(99)00163-7,157,3-4,,167–188,,"2.2 Env. centred; 3.3 Subjectively/Visually; 4.4 Rapid; 4.16 Disturbance; 4.29 Dramatic effect; 5.4.4 Pollen; 6.1.2 Numerical; 7.5 Climate change; 8.3 Early Holocene (10,000-1500); 9.2 Discovery-driven; 11.5.2.3 Argentina; 12.4.1 Flood; 12.4.11 Severe precipitation; 14.7 Palaeo Science; 15.1 Completed; 20 Cluster 4; 21 Complete set",
TRUE,FALSE,FALSE,"Zhang, Dong-dong; Yan, Deng-hua; Wang, Yi-Cheng; Lu, Fan; Liu, Shao-hua",2015,GAMLSS-based nonstationary modeling of extreme precipitation in Beijing–Tianjin–Hebei region of China,,Journal Article,Nat Hazards (Natural Hazards),10.1007/s11069-015-1638-5,77,2,,1037–1053,798,2.2 Env. centred; 3.3 Subjectively/Visually; 4.6 Disaster; 4.20 Frequency; 5.13.10 Precipitation; 5.15.2 Time Series; 5.39 Climate (indicies); 6.1.1 Statistical; 7.5 Climate change; 7.6 Human activity; 7.8 Management; 7.10 Agriculture; 7.15 Response and recovery; 7.21 Loss and damage; 7.25 Climate & circulation; 7.28 Industrialization & infrastructure; 7.66 Non-stationarity; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.4.1 China; 14.3 Climate Science; 15.1 Completed; 18 Cluster 2; 21 Complete set,
